q,titulo,lic,w,h,fuente,autor,url,pagina
commons,"A0383 Tenerife, Callao Salvaje with Hotel Baiha Principe aerial view.jpg",CC BY-SA 4.0,6507,4342,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/A0383_Tenerife%2C_Callao_Salvaje_with_Hotel_Baiha_Principe_aerial_view.jpg/500px-A0383_Tenerife%2C_Callao_Salvaje_with_Hotel_Baiha_Principe_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0383_Tenerife,_Callao_Salvaje_with_Hotel_Baiha_Principe_aerial_view.jpg"
commons,"A0386 Tenerife, El Puertito aerial view.jpg",CC BY-SA 4.0,7051,4705,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/A0386_Tenerife%2C_El_Puertito_aerial_view.jpg/500px-A0386_Tenerife%2C_El_Puertito_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0386_Tenerife,_El_Puertito_aerial_view.jpg"
commons,"A0392 Tenerife, Aparthotel Jardin Caleta aerial view.jpg",CC BY-SA 4.0,6251,4172,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/A0392_Tenerife%2C_Aparthotel_Jardin_Caleta_aerial_view.jpg/500px-A0392_Tenerife%2C_Aparthotel_Jardin_Caleta_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0392_Tenerife,_Aparthotel_Jardin_Caleta_aerial_view.jpg"
commons,"A0411 Tenerife, Gran Hotel Bahia del Duque Resort in Adeje aerial view.jpg",CC BY-SA 4.0,6265,4181,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/A0411_Tenerife%2C_Gran_Hotel_Bahia_del_Duque_Resort_in_Adeje_aerial_view.jpg/500px-A0411_Tenerife%2C_Gran_Hotel_Bahia_del_Duque_Resort_in_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0411_Tenerife,_Gran_Hotel_Bahia_del_Duque_Resort_in_Adeje_aerial_view.jpg"
commons,"A0461 Tenerife, Adeje and Siam Park aerial view.jpg",CC BY-SA 4.0,5878,3923,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/A0461_Tenerife%2C_Adeje_and_Siam_Park_aerial_view.jpg/500px-A0461_Tenerife%2C_Adeje_and_Siam_Park_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0461_Tenerife,_Adeje_and_Siam_Park_aerial_view.jpg"
commons,"A0468 Tenerife, Banana plantations and Adeje aerial view.jpg",CC BY-SA 4.0,6854,4116,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/A0468_Tenerife%2C_Banana_plantations_and_Adeje_aerial_view.jpg/500px-A0468_Tenerife%2C_Banana_plantations_and_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0468_Tenerife,_Banana_plantations_and_Adeje_aerial_view.jpg"
commons,"A0470 Tenerife, Banana plantations and Adeje aerial view.jpg",CC BY-SA 4.0,7074,4455,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/A0470_Tenerife%2C_Banana_plantations_and_Adeje_aerial_view.jpg/500px-A0470_Tenerife%2C_Banana_plantations_and_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0470_Tenerife,_Banana_plantations_and_Adeje_aerial_view.jpg"
commons,"A0479 Tenerife, Adeje aerial view.jpg",CC BY-SA 4.0,6396,4509,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/A0479_Tenerife%2C_Adeje_aerial_view.jpg/500px-A0479_Tenerife%2C_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0479_Tenerife,_Adeje_aerial_view.jpg"
commons,"A0482 Tenerife, Adeje aerial view.jpg",CC BY-SA 4.0,5377,3589,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/A0482_Tenerife%2C_Adeje_aerial_view.jpg/500px-A0482_Tenerife%2C_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0482_Tenerife,_Adeje_aerial_view.jpg"
commons,"A0491 Tenerife, Waterreservoirs in Adeje aerial view.jpg",CC BY-SA 4.0,7051,4705,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/A0491_Tenerife%2C_Waterreservoirs_in_Adeje_aerial_view.jpg/500px-A0491_Tenerife%2C_Waterreservoirs_in_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0491_Tenerife,_Waterreservoirs_in_Adeje_aerial_view.jpg"
commons,"A0494 Tenerife, Waterreservoir in Adeje aerial view.jpg",CC BY-SA 4.0,7059,4711,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/A0494_Tenerife%2C_Waterreservoir_in_Adeje_aerial_view.jpg/500px-A0494_Tenerife%2C_Waterreservoir_in_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0494_Tenerife,_Waterreservoir_in_Adeje_aerial_view.jpg"
commons,"A0510 Tenerife, Motorboat and water skiing aerial view.jpg",CC BY-SA 4.0,5737,3539,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/A0510_Tenerife%2C_Motorboat_and_water_skiing_aerial_view.jpg/500px-A0510_Tenerife%2C_Motorboat_and_water_skiing_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0510_Tenerife,_Motorboat_and_water_skiing_aerial_view.jpg"
commons,"A0524 Tenerife, Adeje aerial view.jpg",CC BY-SA 4.0,7283,4668,wikimedia,Wouter Hagens,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/db/A0524_Tenerife%2C_Adeje_aerial_view.jpg/500px-A0524_Tenerife%2C_Adeje_aerial_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:A0524_Tenerife,_Adeje_aerial_view.jpg"
commons,Aerial photograph of Tenerife in 2022 (51696336832).jpg,CC BY 2.0,3948,1762,wikimedia,Felix Winkelnkemper,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/Aerial_photograph_of_Tenerife_in_2022_%2851696336832%29.jpg/500px-Aerial_photograph_of_Tenerife_in_2022_%2851696336832%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Aerial_photograph_of_Tenerife_in_2022_(51696336832).jpg
commons,Aerial view of a banana plantation in Bangladesh.jpg,CC BY-SA 4.0,8064,6048,wikimedia,The Roving Rokibul,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/Aerial_view_of_a_banana_plantation_in_Bangladesh.jpg/500px-Aerial_view_of_a_banana_plantation_in_Bangladesh.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Aerial_view_of_a_banana_plantation_in_Bangladesh.jpg
commons,"Aerial view of crops, Random Lake, Wisconsin, US julesvernex2.jpg",CC BY-SA 4.0,7671,5484,wikimedia,Jules Verne Times Two,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/Aerial_view_of_crops%2C_Random_Lake%2C_Wisconsin%2C_US_julesvernex2.jpg/500px-Aerial_view_of_crops%2C_Random_Lake%2C_Wisconsin%2C_US_julesvernex2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Aerial_view_of_crops,_Random_Lake,_Wisconsin,_US_julesvernex2.jpg"
commons,"Aerial view of fields west of Shafter, California (July 2022) - 3.jpg",CC0,3795,2355,wikimedia,Benoît Prieur,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9b/Aerial_view_of_fields_west_of_Shafter%2C_California_%28July_2022%29_-_3.jpg/500px-Aerial_view_of_fields_west_of_Shafter%2C_California_%28July_2022%29_-_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Aerial_view_of_fields_west_of_Shafter,_California_(July_2022)_-_3.jpg"
commons,"Aerial view of river and fields, Sandnes, Norway julesvernex2.jpg",CC BY-SA 4.0,3847,2712,wikimedia,Jules Verne Times Two,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/df/Aerial_view_of_river_and_fields%2C_Sandnes%2C_Norway_julesvernex2.jpg/500px-Aerial_view_of_river_and_fields%2C_Sandnes%2C_Norway_julesvernex2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Aerial_view_of_river_and_fields,_Sandnes,_Norway_julesvernex2.jpg"
commons,"Birds eye view of a paddy field near Bhutiachang, Udalguri District.jpg",CC BY 4.0,3001,2000,wikimedia,GPhoto15,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/Birds_eye_view_of_a_paddy_field_near_Bhutiachang%2C_Udalguri_District.jpg/500px-Birds_eye_view_of_a_paddy_field_near_Bhutiachang%2C_Udalguri_District.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Birds_eye_view_of_a_paddy_field_near_Bhutiachang,_Udalguri_District.jpg"
commons,Foto aérea de la región de Ipiales.JPG,CC BY-SA 2.5,1024,768,wikimedia,No machine-readable author provided. Bet,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/Foto_a%C3%A9rea_de_la_regi%C3%B3n_de_Ipiales.JPG/500px-Foto_a%C3%A9rea_de_la_regi%C3%B3n_de_Ipiales.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Foto_a%C3%A9rea_de_la_regi%C3%B3n_de_Ipiales.JPG
commons,"Luftbild vom Dorf Valle de Ariba mit Blick auf dem Vulkan Teide auf Teneriffa, Spanie",CC BY 2.0,10266,3710,wikimedia,dronepicr,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/Luftbild_vom_Dorf_Valle_de_Ariba_mit_Blick_auf_dem_Vulkan_Teide_auf_Teneriffa%2C_Spanien_%2848225215682%29.jpg/500px-Luftbild_vom_Dorf_Valle_de_Ariba_mit_Blick_auf_dem_Vulkan_Teide_auf_Teneriffa%2C_Spanien_%2848225215682%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Luftbild_vom_Dorf_Valle_de_Ariba_mit_Blick_auf_dem_Vulkan_Teide_auf_Teneriffa,_Spanien_(48225215682).jpg"
commons,Starr-151005-2383-Cocos nucifera-aerial view takeoff-Maui Tropical Plantation LZ West,CC BY 3.0 us,4608,3456,wikimedia,Forest and Kim Starr,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/Starr-151005-2383-Cocos_nucifera-aerial_view_takeoff-Maui_Tropical_Plantation_LZ_West_Maui-Maui_%2826010211090%29.jpg/500px-Starr-151005-2383-Cocos_nucifera-aerial_view_takeoff-Maui_Tropical_Plantation_LZ_West_Maui-Maui_%2826010211090%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Starr-151005-2383-Cocos_nucifera-aerial_view_takeoff-Maui_Tropical_Plantation_LZ_West_Maui-Maui_(26010211090).jpg
commons,Tongjiang - aerial - P1040677.JPG,CC BY-SA 3.0,2048,1536,wikimedia,User:Vmenkov,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/Tongjiang_-_aerial_-_P1040677.JPG/500px-Tongjiang_-_aerial_-_P1040677.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Tongjiang_-_aerial_-_P1040677.JPG
commons,Tongjiang - aerial - P1040678.JPG,CC BY-SA 3.0,2048,1536,wikimedia,User:Vmenkov,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/Tongjiang_-_aerial_-_P1040678.JPG/500px-Tongjiang_-_aerial_-_P1040678.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Tongjiang_-_aerial_-_P1040678.JPG
